"InteractorA","InteractorA_type","Relation","InteractorB","InteractorB_type","DB","DB_type","PMID"
"MYC","Gene","down-regulates-quantity-by-repression","HLA-C","Gene","SIGNOR","Signalling-Networks","8206526"
"CIITA","Gene","up-regulates-quantity-by-expression","HLA-C","Gene","SIGNOR","Signalling-Networks","11053628"
"MIF","Gene","up-regulates-activity","CD74","Gene","SIGNOR","Signalling-Networks","12782713"
"MIF","Gene","up-regulates","CD74","Gene","SIGNOR","Signalling-Networks","12782713"
"LCK","Gene","up-regulates-activity","CD3D","Gene","SIGNOR","Signalling-Networks","2470098"
"TGFB1","Gene","down-regulates-quantity-by-repression","KRT1","Gene","SIGNOR","Signalling-Networks","16258965"
"IL1B","Gene","down-regulates-quantity-by-repression","KRT1","Gene","SIGNOR","Signalling-Networks","17982242"
"CRH","Gene","up-regulates-quantity-by-expression","KRT1","Gene","SIGNOR","Signalling-Networks","15787816"
"TGFB2","Gene","down-regulates-quantity-by-repression","KRT1","Gene","SIGNOR","Signalling-Networks","16258965"
"PLAUR","Gene","up-regulates-activity","KRT1","Gene","SIGNOR","Signalling-Networks","14691569"
"C1QBP","Gene","up-regulates-activity","KRT1","Gene","SIGNOR","Signalling-Networks","14691569"
"HOXC11","Gene","up-regulates-quantity-by-expression","S100B","Gene","SIGNOR","Signalling-Networks","17488478"
"HOXC6","Gene","up-regulates-quantity-by-expression","S100B","Gene","SIGNOR","Signalling-Networks","17488478"
"ARNTL","Gene","down-regulates-quantity-by-repression","VWF","Gene","SIGNOR","Signalling-Networks","20658528"
"FGG","Gene","down-regulates-activity","VWF","Gene","SIGNOR","Signalling-Networks","2243140"
"ERG","Gene","up-regulates-quantity-by-expression","VWF","Gene","SIGNOR","Signalling-Networks","9444957"
"ETS1","Gene","up-regulates-quantity-by-expression","VWF","Gene","SIGNOR","Signalling-Networks","9444957"
"PCSK6","Gene","up-regulates-activity","VWF","Gene","SIGNOR","Signalling-Networks","8218226"
"NBEAL2","Gene","up-regulates","VWF","Gene","SIGNOR","Signalling-Networks","28082341"
"ADAMTS13","Gene","down-regulates-activity","VWF","Gene","SIGNOR","Signalling-Networks","23020315"
"NUMA1","Gene","up-regulates","TUBB4A","Gene","SIGNOR","Signalling-Networks","11956313"
"BACH1","Gene","up-regulates-quantity","GAPDH","Gene","SIGNOR","Signalling-Networks","31257027"
"PRKAA1","Gene","up-regulates-activity","GAPDH","Gene","SIGNOR","Signalling-Networks","26626483"
"CIITA","Gene","up-regulates-quantity-by-expression","HLA-DPB1","Gene","SIGNOR","Signalling-Networks","11889043"
"ADAM10","Gene","up-regulates-activity","ERBB2","Gene","SIGNOR","Signalling-Networks","26284334"
"EGFR","Gene","up-regulates-activity","ERBB2","Gene","SIGNOR","Signalling-Networks","12354693"
"EGFR","Gene","up-regulates","ERBB2","Gene","SIGNOR","Signalling-Networks","11279155"
"EGF","Gene","up-regulates","ERBB2","Gene","SIGNOR","Signalling-Networks","11279155"
"ERBB2","Gene","up-regulates","ERBB2","Gene","SIGNOR","Signalling-Networks","15156151"
"ERBB2","Gene","up-regulates-activity","ERBB2","Gene","SIGNOR","Signalling-Networks","1706616"
"ERBB2","Gene","down-regulates","ERBB2","Gene","SIGNOR","Signalling-Networks","1706616"
"ERBB2","Gene","up-regulates","ERBB2","Gene","SIGNOR","Signalling-Networks","1706616"
"PRKACA","Gene","up-regulates","ERBB2","Gene","SIGNOR","Signalling-Networks","18799465"
"CBL","Gene","down-regulates-quantity-by-destabilization","ERBB2","Gene","SIGNOR","Signalling-Networks","20332299"
"PTPRG","Gene","up-regulates-activity","ERBB2","Gene","SIGNOR","Signalling-Networks","25624455"
"NOTCH1","Gene","up-regulates-quantity-by-expression","ERBB2","Gene","SIGNOR","Signalling-Networks","16554461"
"DUSP3","Gene","down-regulates-activity","ERBB2","Gene","SIGNOR","Signalling-Networks","21262974"
"NRG1","Gene","up-regulates","ERBB2","Gene","SIGNOR","Signalling-Networks","7514177"
"PTPN11","Gene","down-regulates","ERBB2","Gene","SIGNOR","Signalling-Networks","32024694"
"LRIG3","Gene","up-regulates","ERBB2","Gene","SIGNOR","Signalling-Networks","23723069"
"DTX1","Gene","up-regulates-quantity-by-expression","ERBB2","Gene","SIGNOR","Signalling-Networks","16554461"
"LRIG1","Gene","down-regulates","ERBB2","Gene","SIGNOR","Signalling-Networks","23723069"
"LRIG1","Gene","down-regulates","ERBB2","Gene","SIGNOR","Signalling-Networks","16123311"
"PTPN18","Gene","down-regulates-quantity-by-destabilization","ERBB2","Gene","SIGNOR","Signalling-Networks","25081058"
"ERRFI1","Gene","down-regulates-activity","ERBB2","Gene","SIGNOR","Signalling-Networks","18046415"
"ERG","Gene","up-regulates-quantity-by-expression","WNT1","Gene","SIGNOR","Signalling-Networks","23913826"
"FASN","Gene","up-regulates-activity","WNT1","Gene","SIGNOR","Signalling-Networks","18838960"
"SOSTDC1","Gene","down-regulates-activity","WNT1","Gene","SIGNOR","Signalling-Networks","22829579"
"SFRP1","Gene","down-regulates","WNT1","Gene","SIGNOR","Signalling-Networks","10523516"
"SFRP1","Gene","down-regulates","WNT1","Gene","SIGNOR","Signalling-Networks","10347172"
"NGF","Gene","up-regulates","NTRK1","Gene","SIGNOR","Signalling-Networks","11114882"
"NTRK1","Gene","up-regulates","NTRK1","Gene","SIGNOR","Signalling-Networks","9099755"
"PTPN6","Gene","down-regulates-activity","NTRK1","Gene","SIGNOR","Signalling-Networks","14662744"
"NTF4","Gene","up-regulates","NTRK1","Gene","SIGNOR","Signalling-Networks","11114882"
"RAB7A","Gene","down-regulates-activity","NTRK1","Gene","SIGNOR","Signalling-Networks","16306406"
"HOXA10","Gene","up-regulates-quantity-by-expression","MYCN","Gene","SIGNOR","Signalling-Networks","21261500"
"CHEK1","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","15659650"
"AURKA","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","23201157"
"AURKA","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","24173284"
"AURKA","Gene","down-regulates","TP53","Gene","SIGNOR","Signalling-Networks","15469940"
"XPO1","Gene","down-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","17891139"
"TRIM24","Gene","down-regulates","TP53","Gene","SIGNOR","Signalling-Networks","19844164"
"MAPK13","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","10581258"
"PPM1D","Gene","down-regulates","TP53","Gene","SIGNOR","Signalling-Networks","15870257"
"PPM1D","Gene","down-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","15870257"
"FURIN","Gene","up-regulates-activity","VWF","Gene","SIGNOR","Signalling-Networks","8218226"
"YY2","Gene","up-regulates-quantity-by-expression","TP53","Gene","SIGNOR","Signalling-Networks","15087442"
"DAPK3","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","17339337"
"NUAK1","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","21317932"
"CDC14B","Gene","down-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","10644693"
"SIN3B","Gene","down-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","26181367"
"RPS6KA4","Gene","down-regulates","TP53","Gene","SIGNOR","Signalling-Networks","19797274"
"CHEK2","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","10801407"
"CHEK2","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","10673501"
"CHEK2","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","15659650"
"CHEK2","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","10710310"
"CHEK2","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","17339337"
"CHEK2","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","10656682"
"CHEK2","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","17339337"
"CDK1","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","24173284"
"PARP1","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","17891139"
"PRKCA","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","9571186"
"TAF1","Gene","down-regulates","TP53","Gene","SIGNOR","Signalling-Networks","15053879"
"CDK2","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","24173284"
"MAPK3","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","12955074"
"TTK","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","19332559"
"GRK5","Gene","down-regulates","TP53","Gene","SIGNOR","Signalling-Networks","20124405"
"PPP1CC","Gene","down-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","16501611"
"VHL","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","16678111"
"MAPK8","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","11896587"
"MAPK8","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","9724739"
"MAPK8","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","11283254"
"MAPK8","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","11896587"
"MAPK8","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","12531896"
"MAPK9","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","17525747"
"MAPK9","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","11896587"
"CSNK1A1","Gene","unknown","TP53","Gene","SIGNOR","Signalling-Networks","20041275"
"CSNK1D","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","10734067"
"CSNK1D","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","10606744"
"NUMB","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","20940030"
"NUMB","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","18492217"
"FHIT","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","15313915"
"GSK3B","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","11483158"
"GMPS","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","24462112"
"CDK7","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","9315650"
"CDK7","Gene","unknown","TP53","Gene","SIGNOR","Signalling-Networks","9372954"
"CDK9","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","23603988"
"CDK9","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","24173284"
"CDK9","Gene","unknown","TP53","Gene","SIGNOR","Signalling-Networks","16552184"
"CDK9","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","23603988"
"PLK1","Gene","down-regulates","TP53","Gene","SIGNOR","Signalling-Networks","19473992"
"DAPK1","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","17339337"
"MAPK10","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","14699954"
"PPP1CA","Gene","down-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","16501611"
"PPP1CB","Gene","down-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","16501611"
"PPP2CB","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","17245430"
"EIF5A","Gene","up-regulates-quantity-by-expression","TP53","Gene","SIGNOR","Signalling-Networks","15371445"
"PPP2CA","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","17245430"
"PPP2CA","Gene","down-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","14712210"
"CSNK2A1","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","10747897"
"CSNK2A1","Gene","down-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","12628923"
"PRKDC","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","9363941"
"CDK5","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","17591690"
"MDM2","Gene","down-regulates-quantity-by-destabilization","TP53","Gene","SIGNOR","Signalling-Networks","10935507"
"MDM2","Gene","down-regulates-quantity-by-destabilization","TP53","Gene","SIGNOR","Signalling-Networks","22337874"
"MDM2","Gene","down-regulates-quantity-by-destabilization","TP53","Gene","SIGNOR","Signalling-Networks","23150757"
"U2AF1","Gene","down-regulates-quantity-by-repression","TP53","Gene","SIGNOR","Signalling-Networks","31144421"
"PRKCD","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","16377624"
"EP300","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","25545885"
"PRKAA1","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","15866171"
"CBLB","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","27773928"
"ATM","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","15254178"
"ATM","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","11875057"
"ATM","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","17157788"
"ATM","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","17967874"
"ATM","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","20663147"
"PPP2R5C","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","17245430"
"ATR","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","11865061"
"TP53BP2","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","11839776"
"DYRK1A","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","20696760"
"USP10","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","21962518"
"STK11","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","17108107"
"MAPK14","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","17535811"
"MAPK14","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","10581258"
"MAPK14","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","10781582"
"MAPK14","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","22975381"
"MAPK14","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","10747897"
"MAPK14","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","17535811"
"MAPK14","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","11258706"
"MAPK14","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","15642743"
"DDX5","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","15660129"
"ANKRD11","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","18840648"
"DRAM2","Gene","down-regulates-quantity-by-repression","TP53","Gene","SIGNOR","Signalling-Networks","30755245"
"MDGA2","Gene","up-regulates-quantity-by-expression","TP53","Gene","SIGNOR","Signalling-Networks","26206665"
"FBXO11","Gene","down-regulates","TP53","Gene","SIGNOR","Signalling-Networks","17098746"
"MAPKAPK5","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","17254968"
"ARMC10","Gene","down-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","17904127"
"CDKN2A","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","12091906"
"TFAP2B","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","21556774"
"PIK3R3","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","32606738"
"MAML1","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","18758483"
"DYRK2","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","17349958"
"CREBBP","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","25545885"
"KAT6A","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","23431171"
"BAD","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","17000778"
"SIRT1","Gene","down-regulates-quantity-by-destabilization","TP53","Gene","SIGNOR","Signalling-Networks","25280219"
"SIRT1","Gene","down-regulates","TP53","Gene","SIGNOR","Signalling-Networks","19047049"
"AURKB","Gene","down-regulates","TP53","Gene","SIGNOR","Signalling-Networks","22611192"
"AURKB","Gene","down-regulates","TP53","Gene","SIGNOR","Signalling-Networks","20959462"
"SMG1","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","15175154"
"TP53RK","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","17712528"
"NKX3-1","Gene","up-regulates-quantity-by-stabilization","TP53","Gene","SIGNOR","Signalling-Networks","16697957"
"VRK1","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","10951572"
"DUSP26","Gene","down-regulates","TP53","Gene","SIGNOR","Signalling-Networks","20562916"
"DUSP26","Gene","down-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","20562916"
"HDAC8","Gene","down-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","26387755"
"SPRY4","Gene","up-regulates-quantity-by-expression","TP53","Gene","SIGNOR","Signalling-Networks","20501643"
"HIPK2","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","17210684"
"PLK3","Gene","up-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","11447225"
"SIRT7","Gene","down-regulates","TP53","Gene","SIGNOR","Signalling-Networks","18239138"
"TOPORS","Gene","down-regulates","TP53","Gene","SIGNOR","Signalling-Networks","19473992"
"CDKN2AIP","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","16803988"
"BCLAF1","Gene","up-regulates-quantity-by-expression","TP53","Gene","SIGNOR","Signalling-Networks","17938203"
"STK17A","Gene","up-regulates","TP53","Gene","SIGNOR","Signalling-Networks","17339337"
"ING1","Gene","up-regulates-quantity-by-expression","TP53","Gene","SIGNOR","Signalling-Networks","15662138"
"CDC14A","Gene","down-regulates-activity","TP53","Gene","SIGNOR","Signalling-Networks","10644693"
